symbol,rank,indurank,indutotal,etf,abrt,abr1w,abr1m,abr2m,abr3m,numbr
OSBCP,-1,,,,,,,,,
RDWR,3,87,265,0,1.29,1.17,1.50,1.50,1.57,7
GM,3,171,265,0,2.15,2.15,2.15,2.08,2.08,13
GK,2,2,265,0,2.33,2.33,2.33,2.33,2.17,6
AXAS,4,,,,,,,,,
EBMT,3,89,265,0,1.00,1.00,1.00,1.00,1.00,2
AMCO,0,,,,,,,,,
AMCN,3,184,265,0,2.00,2.00,2.00,2.00,2.00,1
AMCF,0,,,,,,,,,
AMCC,3,99,265,0,2.67,2.67,2.71,2.71,2.43,6
JBSS,0,,,,,,,,,
TOPS,0,,,,,,,,,
BSRR,3,85,265,0,2.50,2.50,2.50,2.50,2.50,2
VLO,3,154,265,0,1.77,2.00,2.00,1.89,1.88,13
MPLX,2,175,265,0,1.86,1.86,1.86,2.00,2.50,7
TTS,3,115,265,0,1.80,1.80,1.80,1.80,1.80,5
TTP,-1,,,,,,,,,
WWWW,3,72,265,0,2.27,2.27,2.27,2.27,1.91,11
TTI,4,,,,,,,,,
TTM,4,,,,,,,,,
TTC,1,2,265,0,3.00,3.00,3.00,2.00,2.00,1
VLP,2,175,265,0,1.00,1.00,1.25,1.25,1.25,4
VLT,0,,,,,,,,,
PFIE,3,248,265,0,1.00,1.00,1.00,1.00,1.00,2
ZN,0,,,,,,,,,
USLV,0,,,,,,,,,
PFIN,0,,,,,,,,,
ZA,0,,,,,,,,,
USLM,0,,,,,,,,,
ZX,0,,,,,,,,,
ARCPP,-1,,,,,,,,,
PFIS,0,,,,,,,,,
ZU,3,66,265,0,1.50,1.50,1.56,1.56,1.44,10
WOR,5,,,,,,,,,
GARS,2,107,265,0,1.33,1.33,1.33,1.00,1.00,6
CADTW,-1,,,,,,,,,
APDN,2,63,265,0,1.00,1.00,1.00,1.00,1.00,1
PBMD,0,,,,,,,,,
RAVN,0,,,,,,,,,
LBAI,3,82,265,0,2.00,1.50,1.50,1.50,2.00,1
CCBG,2,99,265,0,2.67,2.67,2.67,2.67,2.25,3
AIG/WS,-1,,,,,,,,,
VSEC,1,99,265,0,3.00,3.00,3.00,3.00,3.00,1
ATEA,0,,,,,,,,,
ATEC,3,89,265,0,1.00,1.00,1.00,1.00,1.00,2
ATEN,4,,,,,,,,,
DOVR,0,,,,,,,,,
FNJN,3,87,265,0,1.00,1.00,1.00,1.00,1.00,2
GBLI,0,,,,,,,,,
ONB,2,89,265,0,2.60,2.60,2.60,2.56,2.56,10
ONE,3,171,265,0,2.00,2.00,2.00,2.20,2.60,4
IID,-1,,,,,,,,,
IIF,0,,,,,,,,,
IIM,0,,,,,,,,,
ONP,0,,,,,,,,,
IIN,0,,,,,,,,,
III,2,85,265,0,1.00,1.00,1.00,1.00,1.00,2
TEG,4,,,,,,,,,
EXCU,-1,,,,,,,,,
FORM,3,99,265,0,1.25,1.25,1.25,1.00,1.00,4
NTWK,3,152,265,0,2.00,2.00,2.00,2.00,2.00,1
STNR,3,52,265,0,1.50,1.50,1.50,1.50,1.50,4
FORD,0,,,,,,,,,
RDHL,3,78,265,0,1.00,1.00,1.00,1.00,1.00,2
UBFO,0,,,,,,,,,
FORR,3,52,265,0,3.00,3.00,3.00,3.00,3.00,2
EZPW,3,156,265,0,3.00,3.00,3.00,3.00,3.00,5
HMIN,0,,,,,,,,,
OLBK,3,82,265,0,2.33,2.33,2.33,2.00,2.00,3
SYBT,3,99,265,0,2.50,2.50,2.50,2.50,1.67,4
QRM,0,,,,,,,,,
MSBF,0,,,,,,,,,
GIII,1,105,265,0,1.50,1.50,1.50,1.50,1.50,6
RCPI,0,,,,,,,,,
HFWA,3,82,265,0,1.40,1.40,1.40,1.33,1.33,5
SAH,2,17,265,0,3.40,3.40,3.40,3.40,3.40,5
SAN,3,194,265,0,3.00,3.00,3.00,3.00,3.00,1
SAM,1,208,265,0,1.00,1.00,1.00,2.00,2.00,2
SAL,0,,,,,,,,,
XENT,2,89,265,0,1.00,1.00,1.00,1.00,1.00,4
ACMP,3,175,265,0,1.67,1.67,1.67,1.67,1.67,9
RXDX,3,78,265,0,1.00,1.00,1.00,1.00,1.00,2
SAR,1,107,265,0,1.00,1.00,1.00,1.00,1.00,2
XENE,3,69,265,0,1.00,1.00,1.00,NA,NA,3
SAP,4,,,,,,,,,
RCPT,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
CHA,4,,,,,,,,,
CHD,3,208,265,0,2.22,2.22,2.22,2.22,2.22,18
CHE,3,60,265,0,2.33,2.33,2.33,2.33,2.33,3
CHH,1,50,265,0,3.52,3.52,3.52,3.47,3.47,11
CHI,0,,,,,,,,,
CHK,3,245,265,0,2.58,2.47,2.42,2.47,2.53,19
CHL,4,,,,,,,,,
CHN,-1,,,,,,,,,
FELP,2,181,265,0,1.07,1.07,1.07,1.07,1.08,7
ASBB,0,,,,,,,,,
ASBC,-1,,,,,,,,,
CHS,3,89,265,0,2.17,2.17,2.12,2.12,2.19,18
CHT,3,189,265,0,4.50,4.50,4.50,4.50,4.50,2
CHU,3,218,265,0,2.33,2.33,2.33,2.33,2.33,3
JAH,3,208,265,0,1.25,1.25,1.25,1.27,1.27,12
CHW,-1,,,,,,,,,
CHY,0,,,,,,,,,
FELE,4,,,,,,,,,
ASBI,0,,,,,,,,,
ESNT,4,,,,,,,,,
DBL,-1,,,,,,,,,
PESI,2,191,265,0,3.00,3.00,3.00,3.00,3.00,1
DBD,3,115,265,0,3.25,3.25,3.25,3.25,3.25,4
CHSCP,0,,,,,,,,,
WSCI,0,,,,,,,,,
CHSCM,-1,,,,,,,,,
CHSCN,-1,,,,,,,,,
CHSCO,-1,,,,,,,,,
EWBC,3,85,265,0,1.73,1.91,1.91,2.00,1.91,11
PTEN,3,218,265,0,2.06,2.06,2.00,2.06,1.88,16
OBAS,0,,,,,,,,,
TCFC,3,82,265,0,2.00,2.00,2.00,2.00,2.00,1
HSKA,2,69,265,0,1.75,1.75,1.75,2.00,2.00,4
GCA,3,87,265,0,1.50,1.50,1.50,1.50,1.50,4
AFM,-1,,,,,,,,,
AFH,4,,,,,,,,,
GCI,3,52,265,0,1.40,1.44,1.44,1.44,1.44,10
GCH,0,,,,,,,,,
AFG,3,32,265,0,1.60,1.60,1.60,1.60,1.60,5
AFA,-1,,,,,,,,,
ORLY,1,12,265,0,1.97,1.87,1.88,1.88,1.71,19
AFC,-1,,,,,,,,,
W,4,,,,,,,,,
GCV,0,,,,,,,,,
AFT,-1,,,,,,,,,
AFW,-1,,,,,,,,,
AFQ,-1,,,,,,,,,
BTU,4,,,,,,,,,
BTT,0,,,,,,,,,
PROV,3,82,265,0,2.50,2.50,2.50,2.50,2.50,4
CBAN,0,,,,,,,,,
BTX,0,,,,,,,,,
CBAK,0,,,,,,,,,
BTE,5,,,,,,,,,
BTG,5,,,,,,,,,
BTF,0,,,,,,,,,
BTA,0,,,,,,,,,
TIME,1,72,265,0,2.20,2.20,2.20,2.00,2.50,5
BTO,0,,,,,,,,,
BTN,0,,,,,,,,,
BTI,4,,,,,,,,,
CBAY,3,94,265,0,1.00,1.00,1.00,1.00,1.00,3
CNET,0,,,,,,,,,
ONCY,2,69,265,0,2.33,2.33,2.33,2.33,2.33,3
IPHS,3,224,265,0,3.00,3.00,3.00,3.00,2.00,1
FMSA,5,,,,,,,,,
EVDY,3,105,265,0,1.50,1.50,1.50,1.50,1.67,4
LGND,4,,,,,,,,,
IPHI,3,50,265,0,1.56,1.56,1.67,1.67,1.67,9
AREX,3,245,265,0,3.13,3.13,3.00,2.53,2.67,16
WAIR,4,,,,,,,,,
ASH,2,158,265,0,1.38,1.38,1.38,1.78,1.78,8
IKNX,0,,,,,,,,,
GMED,3,89,265,0,1.00,1.00,1.00,1.00,1.00,9
CPGI,0,,,,,,,,,
HOVNP,-1,,,,,,,,,
YDIV,0,,,,,,,,,
SWH,0,,,,,,,,,
VGIT,3,,,1,,,,,,
WYNN,5,,,,,,,,,
SWK,4,,,,,,,,,
NPTN,3,10,265,0,1.50,1.50,1.50,1.50,1.60,4
MMYT,2,94,265,0,1.29,1.40,1.40,1.40,2.00,7
CAMP,3,111,265,0,1.00,1.00,1.00,1.00,1.00,6
BKMU,4,,,,,,,,,
CAMB,-1,,,,,,,,,
SPWH,3,89,265,0,1.00,1.00,1.00,1.00,1.00,6
VASC,2,114,265,0,1.50,1.50,1.50,1.50,1.50,2
CWT,3,63,265,0,2.20,2.20,2.33,2.33,2.33,5
SPWR,5,,,,,,,,,
GLYC,3,78,265,0,1.00,1.00,1.00,1.00,1.00,2
ABRN,-1,,,,,,,,,
MOCO,0,,,,,,,,,
NICE,3,45,265,0,1.86,1.86,1.86,1.57,1.57,7
ENTA,3,78,265,0,1.80,1.80,1.80,2.00,2.00,5
SKUL,1,165,265,0,2.00,2.22,2.22,2.22,2.22,9
ENTG,3,28,265,0,1.83,1.83,1.83,1.86,1.86,6
SRCE,3,89,265,0,3.00,3.00,3.00,3.00,3.00,1
AAPL,2,34,265,0,1.56,1.50,1.50,1.50,1.52,32
SRCL,3,115,265,0,1.33,1.33,1.46,1.46,1.46,12
ENTR,3,99,265,0,2.17,2.17,2.17,2.17,2.57,6
ZFC,3,60,265,0,1.60,1.60,1.60,1.60,1.25,5
CDNS,3,152,265,0,1.43,1.43,1.50,1.44,1.44,7
CDNA,3,47,265,0,1.25,1.25,1.25,1.25,1.25,4
SIGA,0,,,,,,,,,
WEA,-1,,,,,,,,,
SIGI,2,32,265,0,1.50,1.50,1.80,1.80,1.80,4
SIGM,4,,,,,,,,,
WEN,2,41,265,0,2.82,2.82,2.94,2.94,2.94,11
WES,3,175,265,0,1.50,1.50,1.50,1.50,1.42,10
PSDV,3,69,265,0,1.00,1.00,1.00,1.00,1.00,3
SZYM,0,,,,,,,,,
VMBS,0,,,,,,,,,
WEX,4,,,,,,,,,
ANAT,0,,,,,,,,,
ANAD,3,99,265,0,3.00,3.00,3.00,3.00,3.00,1
ANAC,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
NVRO,3,89,265,0,1.13,1.13,1.13,NA,NA,4
AMAG,1,69,265,0,1.40,1.40,1.40,1.00,1.00,5
SWC,5,,,,,,,,,
KN,3,45,265,0,1.67,1.67,1.80,1.50,1.50,6
AMAT,3,115,265,0,1.60,1.60,1.60,1.73,1.81,15
SSNC,2,87,265,0,2.33,2.33,2.17,2.14,2.20,6
OIBR,4,,,,,,,,,
SSNI,4,,,,,,,,,
KR,2,184,265,0,1.81,1.81,1.65,1.75,1.75,13
CRDS,0,,,,,,,,,
CRDT,0,,,,,,,,,
CRDI,-1,,,,,,,,,
CRDC,3,114,265,0,2.00,2.00,2.00,2.00,1.00,2
K,3,161,265,0,3.11,3.11,3.11,3.11,3.11,12
AGNC,1,60,265,0,2.64,2.45,2.50,2.50,2.50,11
NFEC,0,,,,,,,,,
MCGC,3,107,265,0,3.00,3.00,3.00,3.00,3.00,4
UMPQ,3,85,265,0,2.22,2.22,2.22,2.13,2.13,9
NFJ,-1,,,,,,,,,
JMEI,3,52,265,0,2.33,2.33,2.20,2.20,2.00,6
RDUS,3,78,265,0,1.00,1.00,1.00,1.00,1.00,4
BLL,4,,,,,,,,,
BLH,-1,,,,,,,,,
HRTX,3,78,265,0,1.00,1.00,1.00,1.00,1.00,4
BSPM,0,,,,,,,,,
BLJ,-1,,,,,,,,,
BLE,-1,,,,,,,,,
FDEF,3,82,265,0,2.33,2.33,2.33,2.33,2.33,3
HRTG,3,32,265,0,1.00,1.00,1.00,1.00,1.00,1
VRS,0,,,,,,,,,
HCI,1,32,265,0,2.00,2.00,2.00,2.00,1.50,4
TORM,0,,,,,,,,,
PPBI,3,82,265,0,1.33,1.33,1.33,1.40,1.33,6
VRA,4,,,,,,,,,
RUSHB,0,,,,,,,,,
RUSHA,4,,,,,,,,,
TVE,-1,,,,,,,,,
WERN,2,24,265,0,2.72,2.72,2.72,2.89,2.89,12
TVC,-1,,,,,,,,,
GALT,0,,,,,,,,,
JDSU,3,45,265,0,2.29,2.29,2.29,2.29,2.29,14
GALE,4,,,,,,,,,
HDRA,-1,,,,,,,,,
SORL,4,,,,,,,,,
USNA,0,,,,,,,,,
TXTR,4,,,,,,,,,
OSUR,2,114,265,0,1.20,1.20,1.20,1.20,1.20,5
QTWO,3,41,265,0,1.50,1.50,1.50,1.50,1.50,6
QTWW,3,24,265,0,1.67,1.67,1.67,1.75,1.75,3
HPY,3,171,265,0,2.20,2.20,2.20,2.20,2.20,15
HPS,-1,,,,,,,,,
KONA,1,41,265,0,1.83,1.83,1.83,1.83,1.83,6
HPQ,3,34,265,0,2.08,2.08,2.08,2.20,2.20,20
HPP,2,69,265,0,1.83,1.71,1.71,1.83,1.83,6
TACT,4,,,,,,,,,
KONE,0,,,,,,,,,
HPT,2,69,265,0,2.50,2.50,2.50,2.00,2.00,4
HPJ,3,111,265,0,1.00,1.00,1.00,1.00,NA,1
HPI,-1,,,,,,,,,
BCEI,4,,,,,,,,,
CBSTZ,-1,,,,,,,,,
HPF,-1,,,,,,,,,
MTBC,0,,,,,,,,,
SGOC,0,,,,,,,,,
OHI,2,69,265,0,3.20,3.20,3.20,3.60,3.60,5
IOT,0,,,,,,,,,
UIL,4,,,,,,,,,
GBNK,3,85,265,0,3.00,3.00,3.00,3.00,3.00,4
UIS,2,167,265,0,2.00,2.00,2.00,2.00,2.00,2
IOC,3,258,265,0,1.25,1.25,1.25,1.25,1.25,4
D,3,93,265,0,1.89,1.89,1.96,1.88,1.88,14
RXN,4,,,,,,,,,
HCOM,3,189,265,0,1.00,1.00,1.00,1.00,2.00,1
CLFD,3,40,265,0,1.00,1.00,1.00,NA,NA,1
STLD,3,208,265,0,1.17,1.18,1.18,1.18,1.18,12
BSFT,2,10,265,0,1.89,1.89,1.89,1.89,2.10,9
LECO,4,,,,,,,,,
SMPL,3,82,265,0,3.00,3.00,3.00,3.00,3.00,1
SANWZ,-1,,,,,,,,,
STLY,3,102,265,0,3.00,3.00,3.00,3.00,3.00,1
HY,4,,,,,,,,,
HR,2,69,265,0,3.33,3.17,3.17,3.17,2.86,6
HP,3,218,265,0,2.53,2.50,2.40,2.57,2.44,19
HW,1,34,265,0,1.00,1.00,1.00,1.00,1.00,3
HT,2,69,265,0,2.45,2.45,2.45,2.45,2.40,11
HK,3,245,265,0,3.05,2.90,2.52,2.25,2.31,13
HH,0,,,,,,,,,
HI,3,115,265,0,2.00,2.00,2.00,2.00,2.00,1
HL,3,236,265,0,3.13,2.88,2.88,2.88,2.63,8
HA,1,9,265,0,2.14,2.14,2.14,2.43,2.43,7
CTIB,0,,,,,,,,,
CTIC,3,78,265,0,1.00,1.00,1.00,1.00,1.00,6
HD,3,115,265,0,1.95,1.95,1.95,1.95,1.90,20
HE,3,93,265,0,2.50,2.50,2.00,2.20,2.20,4
SCM,3,107,265,0,2.25,2.25,2.25,2.25,2.00,4
SCL,2,224,265,0,3.00,3.00,3.00,3.00,3.00,1
SCI,3,115,265,0,1.00,1.00,1.00,1.00,1.00,3
TBBK,2,82,265,0,2.67,2.67,2.67,2.67,2.67,3
MNP,0,,,,,,,,,
SCD,-1,,,,,,,,,
MNR,0,,,,,,,,,
MNI,3,52,265,0,3.00,3.00,3.00,3.00,3.00,1
MNK,3,94,265,0,1.67,1.67,1.67,1.67,1.67,12
SCX,0,,,,,,,,,
SCU,-1,,,,,,,,,
ACOR,3,69,265,0,2.43,2.43,2.33,2.33,2.20,7
SCQ,-1,,,,,,,,,
MNE,-1,,,,,,,,,
SCS,2,115,265,0,1.00,1.00,1.00,1.00,1.00,2
PBT,0,,,,,,,,,
AUXL,0,,,,,,,,,
PBR,3,249,265,0,2.56,2.56,2.56,2.56,2.11,9
PBY,5,,,,,,,,,
PBF,3,154,265,0,2.88,2.67,2.67,2.56,2.56,8
PBA,4,,,,,,,,,
PBM,0,,,,,,,,,
YHOO,3,72,265,0,1.73,1.73,1.76,1.84,1.78,26
PBI,3,208,265,0,1.67,1.67,1.67,1.67,1.67,3
PBH,3,208,265,0,2.00,2.00,2.00,2.00,2.00,5
FENG,4,,,,,,,,,
FCVA,0,,,,,,,,,
VVUS,3,69,265,0,4.00,4.00,4.00,4.00,4.00,6
THST,3,208,265,0,3.00,3.00,3.00,3.00,3.00,1
TJX,3,47,265,0,1.79,1.79,1.79,1.89,2.00,19
PRMW,3,191,265,0,1.00,1.00,1.00,1.00,1.00,5
BTUI,0,,,,,,,,,
OBCI,0,,,,,,,,,
SQQQ,0,,,,,,,,,
NMIH,2,32,265,0,1.00,1.00,1.00,1.00,1.00,1
CRMD/WS,-1,,,,,,,,,
GMK,3,167,265,0,2.33,2.33,2.33,2.33,3.00,3
FSCE,-1,,,,,,,,,
ADT,4,,,,,,,,,
GMO,3,220,265,0,2.50,2.50,2.50,4.00,4.00,2
ADS,3,171,265,0,1.79,1.79,1.85,1.87,1.87,14
ADP,4,,,,,,,,,
GMC,-1,,,,,,,,,
ADX,0,,,,,,,,,
GMZ,-1,,,,,,,,,
ADC,2,60,265,0,1.33,1.33,1.33,1.33,1.25,3
UHAL,3,23,265,0,1.00,1.00,1.00,1.00,1.00,1
ADM,3,115,265,0,2.17,2.17,2.00,1.83,1.91,12
GTN/A,-1,,,,,,,,,
ADK,3,12,265,0,1.00,1.00,1.00,1.00,1.00,2
ADI,3,50,265,0,2.00,2.00,2.00,2.09,2.09,22
RIGL,3,78,265,0,2.00,2.00,2.00,2.33,2.33,2
BRX,3,60,265,0,1.56,1.56,1.56,1.55,1.58,9
BRT,0,,,,,,,,,
BRS,5,,,,,,,,,
NSSC,3,63,265,0,3.00,3.00,3.00,3.00,NA,1
BRO,3,72,265,0,2.00,1.91,1.91,1.91,1.91,10
BRN,0,,,,,,,,,
DJCO,0,,,,,,,,,
RIGP,2,241,265,0,2.00,2.00,2.00,2.13,1.63,4
BRC,2,63,265,0,2.50,2.50,2.50,2.50,2.50,4
JUNO,3,69,265,0,1.67,NA,NA,NA,NA,3
HF,3,115,265,0,1.25,1.25,1.25,1.25,1.25,2
LNTH,-1,,,,,,,,,
ARKR,0,,,,,,,,,
ESV,5,,,,,,,,,
ESS,3,177,265,0,2.50,2.50,2.35,2.35,2.35,13
ESP,0,,,,,,,,,
ESE,3,177,265,0,2.33,2.33,2.33,2.33,2.33,3
ESL,0,,,,,,,,,
ESI,5,,,,,,,,,
FBMS,3,99,265,0,1.00,1.00,1.00,1.00,1.00,2
SMCI,3,41,265,0,1.33,1.25,1.25,1.25,1.25,3
DSPG,3,10,265,0,1.50,1.50,1.50,1.50,2.00,2
CECE,4,,,,,,,,,
SCG,3,93,265,0,2.43,2.43,2.43,2.43,2.43,7
CECO,3,163,265,0,2.50,2.50,3.00,3.00,3.00,4
MARPS,0,,,,,,,,,
VGGL,3,87,265,0,1.00,1.00,1.00,1.00,1.00,1
CLRBW,-1,,,,,,,,,
LTM,3,72,265,0,2.14,2.14,2.14,2.22,2.22,7
FULL,3,107,265,0,2.00,2.00,2.00,2.00,2.00,2
ONEQ,0,,,,,,,,,
CRRC,0,,,,,,,,,
BRK/B,-1,,,,,,,,,
FULT,2,82,265,0,2.89,2.90,2.90,2.90,2.90,9
MPW,2,69,265,0,2.38,2.50,2.50,2.50,2.75,8
ENZN,0,,,,,,,,,
RFIL,0,,,,,,,,,
EGBN,3,82,265,0,1.75,1.75,1.75,1.75,1.75,4
DAIO,0,,,,,,,,,
ENZY,3,114,265,0,2.75,2.75,2.75,2.75,2.75,4
BPFHP,-1,,,,,,,,,
SREV,3,152,265,0,2.33,2.33,2.33,2.33,2.33,6
CENTA,0,,,,,,,,,
GRMN,4,,,,,,,,,
DOOR,3,102,265,0,1.25,1.25,1.25,1.25,1.25,4
WGL,1,81,265,0,3.00,3.00,3.00,3.00,2.60,5
WGO,5,,,,,,,,,
JAKK,3,66,265,0,2.00,2.00,2.00,2.00,2.14,7
TWIN,3,221,265,0,2.50,2.50,2.50,2.50,2.50,2
WGP,4,,,,,,,,,
CHUY,4,,,,,,,,,
DEPO,2,78,265,0,1.67,1.67,1.67,1.67,1.67,3
GB,3,115,265,0,1.25,1.25,1.25,1.25,1.25,4
EBIO,3,69,265,0,1.00,1.00,1.00,1.00,1.00,2
SSLT,0,,,,,,,,,
AMGN,1,69,265,0,2.17,2.17,2.11,2.11,2.11,15
HURN,3,85,265,0,1.00,1.00,1.00,1.00,1.00,6
EBIX,2,52,265,0,1.00,1.00,1.00,1.00,1.00,1
HURC,0,,,,,,,,,
XXII,0,,,,,,,,,
LBMH,0,,,,,,,,,
GFNSL,-1,,,,,,,,,
XXIA,3,41,265,0,2.60,2.60,2.60,2.60,2.60,5
LOXO,3,78,265,0,1.00,1.00,1.00,1.00,1.00,4
ELLI,1,78,265,0,1.67,1.67,1.80,1.67,1.80,6
CVM/WS,-1,,,,,,,,,
ELLO,0,,,,,,,,,
PAHC,3,114,265,0,1.33,1.33,1.33,1.33,1.33,6
NTCT,3,41,265,0,2.00,2.00,2.00,2.00,2.00,7
ZAZA,0,,,,,,,,,
CATYW,-1,,,,,,,,,
FFNW,0,,,,,,,,,
FFNM,0,,,,,,,,,
VPV,0,,,,,,,,,
VPG,0,,,,,,,,,
WETF,2,45,265,0,1.56,1.56,1.56,1.31,1.31,8
ZIONZ,-1,,,,,,,,,
RESI,2,107,265,0,1.75,1.75,1.75,1.75,1.75,4
RESN,0,,,,,,,,,
PFMT,3,112,265,0,2.30,2.30,2.13,2.13,1.63,5
PBIP,0,,,,,,,,,
MICT,0,,,,,,,,,
THG,2,32,265,0,2.00,2.00,2.00,2.00,1.75,3
AFGE,-1,,,,,,,,,
PBIB,0,,,,,,,,,
PIKE,-1,,,,,,,,,
RARE,2,69,265,0,1.08,1.08,1.08,1.08,1.08,6
CKX,0,,,,,,,,,
MLVF,2,82,265,0,3.00,3.00,3.00,3.00,3.00,1
GERN,3,69,265,0,1.67,1.67,1.67,1.75,2.25,3
TDIV,0,,,,,,,,,
DSKY,1,87,265,0,1.00,1.00,1.00,1.00,1.00,3
ATAI,0,,,,,,,,,
TPC,2,179,265,0,1.20,1.20,1.25,1.00,1.00,5
HRT,0,,,,,,,,,
ICLDW,-1,,,,,,,,,
TPL,0,,,,,,,,,
HRS,1,40,265,0,3.60,3.60,3.60,3.60,3.60,5
HLIT,2,45,265,0,3.67,3.67,3.67,3.67,3.67,3
ATAX,3,153,265,0,1.00,1.00,1.00,1.00,1.00,1
HRL,3,12,265,0,2.67,2.67,2.67,2.60,2.50,6
HRG,0,,,,,,,,,
TPZ,-1,,,,,,,,,
HRC,3,114,265,0,2.86,2.86,3.19,3.16,3.16,7
KODK,0,,,,,,,,,
HNNA,0,,,,,,,,,
SGYPW,-1,,,,,,,,,
SGYPU,-1,,,,,,,,,
MTDR,4,,,,,,,,,
PNNT,4,,,,,,,,,
SGMA,0,,,,,,,,,
UGI,3,81,265,0,2.33,2.33,2.33,2.33,2.00,3
SGMO,3,69,265,0,1.00,1.00,1.00,1.00,1.00,4
SGMS,4,,,,,,,,,
SNSS,2,69,265,0,2.43,2.43,2.43,3.00,3.00,7
UGP,3,175,265,0,1.67,1.67,1.67,1.67,1.67,3
ENB,3,175,265,0,1.50,1.50,1.50,1.50,1.40,4
RFP,3,27,265,0,3.00,3.00,3.00,3.00,3.00,2
ENG,0,,,,,,,,,
ENH,4,,,,,,,,,
ENI,2,93,265,0,2.00,2.00,2.00,2.00,3.00,2
ENL,3,228,265,0,2.00,2.00,2.00,1.00,1.00,2
ENR,3,115,265,0,1.68,1.68,1.86,1.86,1.68,11
ENS,3,177,265,0,1.67,1.67,1.67,1.67,1.00,3
ENT,3,105,265,0,1.60,1.60,1.60,1.60,1.60,5
ENV,3,171,265,0,1.40,1.40,1.40,1.40,1.60,5
ENX,-1,,,,,,,,,
ENZ,3,69,265,0,1.00,1.00,1.00,1.00,1.00,1
FBRC,4,,,,,,,,,
OCFC,3,82,265,0,1.33,1.33,1.33,1.33,1.33,3
LEAF,3,156,265,0,2.14,2.14,2.14,2.00,2.00,7
HDRAU,-1,,,,,,,,,
CLDN,3,69,265,0,1.00,1.00,1.00,1.00,1.00,2
DCUA,-1,,,,,,,,,
HDRAR,-1,,,,,,,,,
DCUC,-1,,,,,,,,,
CLDT,2,69,265,0,1.40,1.40,1.40,1.40,1.40,5
SMRT,0,,,,,,,,,
RSTI,3,115,265,0,2.33,2.33,2.33,2.33,3.00,3
CLDX,3,69,265,0,1.00,1.00,1.00,1.00,1.00,7
MMLP,2,113,265,0,2.29,2.29,2.29,2.17,2.17,7
WMAR,3,161,265,0,1.00,1.00,1.00,1.00,1.00,1
SEV,0,,,,,,,,,
QUNR,3,72,265,0,2.00,2.00,2.00,1.80,1.80,4
SASR,3,82,265,0,2.40,2.40,2.40,2.40,2.40,5
PODD,3,114,265,0,2.00,1.69,1.64,1.64,1.58,14
SEE,1,24,265,0,2.00,2.00,2.00,2.00,2.25,8
DGII,2,41,265,0,2.33,2.33,2.33,3.00,3.00,3
SEM,4,,,,,,,,,
CLM,0,,,,,,,,,
EMMSP,-1,,,,,,,,,
CLH,4,,,,,,,,,
CLI,3,69,265,0,3.78,3.78,3.78,3.78,3.78,9
IMI,3,111,265,0,3.00,3.00,3.00,3.00,3.00,3
IMH,0,,,,,,,,,
CLF,2,208,265,0,3.31,3.31,3.31,3.31,2.98,12
PDT,0,,,,,,,,,
PDS,3,218,265,0,1.38,1.38,1.38,1.44,1.21,8
CLA,-1,,,,,,,,,
CLB,5,,,,,,,,,
IMN,3,41,265,0,2.00,2.00,2.00,2.00,2.00,2
PDM,3,69,265,0,3.14,3.37,3.37,3.41,3.41,9
MRVL,3,10,265,0,2.35,2.35,2.35,2.35,2.35,20
CLX,2,208,265,0,3.57,3.57,3.57,3.57,3.75,11
PDI,-1,,,,,,,,,
FCNCA,0,,,,,,,,,
CLV,-1,,,,,,,,,
CLW,3,27,265,0,1.00,1.00,1.00,1.00,1.00,1
MRVC,0,,,,,,,,,
CLR,5,,,,,,,,,
CLS,3,18,265,0,2.83,2.83,2.83,2.83,2.64,6
INFN,2,41,265,0,1.44,1.44,1.25,1.00,1.00,9
PEOP,0,,,,,,,,,
INFI,2,78,265,0,1.75,1.75,1.72,1.72,1.72,8
FCTY,3,82,265,0,1.00,1.00,1.00,1.00,1.00,1
INFA,4,,,,,,,,,
ASFI,0,,,,,,,,,
FLTX,3,152,265,0,1.40,1.40,1.40,1.40,1.00,5
INFU,0,,,,,,,,,
COBK,0,,,,,,,,,
TTWO,2,66,265,0,1.83,1.83,1.83,1.92,2.08,12
BPI,3,163,265,0,1.57,1.57,1.57,1.57,1.57,7
BPK,-1,,,,,,,,,
BPL,3,175,265,0,2.33,2.33,2.33,2.33,2.20,9
PRKR,3,2,265,0,1.00,1.00,1.00,1.00,1.00,1
BPS,-1,,,,,,,,,
BPT,0,,,,,,,,,
BPY,3,107,265,0,1.00,1.00,1.00,1.00,1.00,2
BPZ,3,226,265,0,3.80,3.80,3.20,1.40,1.40,5
GEOS,4,,,,,,,,,
TCBI,4,,,,,,,,,
TCBK,3,85,265,0,2.00,2.00,2.00,2.00,1.75,4
EPRS,3,69,265,0,1.00,1.00,1.00,2.00,2.00,2
GOL,3,9,265,0,1.25,1.25,1.30,1.70,1.75,6
MLI,0,,,,,,,,,
FSAM,3,153,265,0,1.75,1.75,1.75,NA,NA,4
MLR,0,,,,,,,,,
MLP,0,,,,,,,,,
GME,4,,,,,,,,,
GOV,3,69,265,0,4.46,4.26,4.26,4.26,4.07,5
AJG,3,72,265,0,1.86,1.86,1.86,1.62,1.67,14
NRK,-1,,,,,,,,,
RNST,1,99,265,0,1.63,1.63,1.75,1.86,1.86,8
NRO,0,,,,,,,,,
