symbol,exg,saleqtr0,saleqtr-1,saleqtr-2,saleqtr-3,saleqtr-4,saleqtr-5,saleqtr-6,saleqtr-7,saleqtr-8,saleqtr-9,epsqtr0,epsqtr-1,epsqtr-2,epsqtr-3,epsqtr-4,epsqtr-5,epsqtr-6,epsqtr-7,epsqtr-8,epsqtr-9,numest,saleq1e,saleq1ey,saleq2e,saleq2ey,saley1e,saley1ey,saley2e,saley2ey,epsq1e,epsq1ey,epsq2e,epsq2ey,epsy1e,epsy1ey,epsy2e,epsy2ey,numltgr,ltgre,ltgrey,cppettm,indupettm,sectorpettm,cppehigh5y,indupehigh5y,sectorpehigh5y,cppelow5y,indupelow5y,sectorpelow5y,cpbeta,indubeta,sectorbeta,cppsttm,indupsttm,sectorpsttm,cppbmrq,indupbmrq,sectorpbmrq,cppcfttm,indupcfttm,sectorpcfttm,cppfcfttm,indupfcfttm,sectorpfcfttm,divyield,div5y,div5ygr,payoutratio,cpsalemrqyoy,indusalemrqyoy,sectorsalemrqyoy,cppsalettmyoy,indusalettmyoy,sectorsalettmyoy,cpsale5ygr,indusale5ygr,sectorsale5ygr,cpepsmrqyoy,induepsmrqyoy,sectorepsmrqyoy,cpepsttmyoy,induepsttmyoy,sectorepsttmyoy,cpeps5ygr,indueps5ygr,sectoreps5ygr,cpcap5ygr,inducap5ygr,sectorcap5ygr,cpdebt2equity,indudebt2equity,secdebt2equity,cpquira,induquira,secquira,cpcurra,inducura,seccurra,cpgm,indugm,sectorgm,cpgm5y,indugm5y,sectorgm5y,cpom,induom,sectorom,cpom5y,induom5y,sectorom5y,cpnm,indunm,sectornm,cpnm5y,indunm5y,sectornm5y,cproa,induroa,sectorroa,cproa5y,induroa5y,sectorroa5y,cproi,induroi,sectorroi,cproi5y,induroi5y,sectorroi5y,cproe,induroe,sectorroe,cproe5y,induroe5y,sectorroe5y
PRU,N,13672.00,13741.00,15560.00,15734.00,12385.00,13172.00,12870.00,,,,3.167,2.932,4.376,-3.142,1.072,2.269,2.600,,,,11,11063.20,11828.00,11119.90,11760.20,44486.50,47809.70,,,2.49,2.65,2.57,2.68,10.16,10.68,,,2,7.05,7.85,11.10,23.02,16.68,50.13,70.89,21.27,6.81,11.83,11.14,1.63,1.11,1.49,0.62,5.01,4.40,0.86,1.44,2.55,14.17,29.04,13.78,,,,3.44,,25.39,30.03,10.39,0.55,16.36,21.37,9.64,17.79,9.71,7.16,13.88,195.30,-18.20,4.78,49.62,0,0,-15.95,12.50,22.42,0,23.67,32.04,71.47,34.34,57.17,0,0.00,0.09,0,0.00,2.59,0,0.11,4.56,0,0.05,4.20,8.82,9.20,39.93,3.67,7.02,37.81,5.98,6.57,32.22,2.83,4.86,27.91,0.46,1.03,2.86,0.24,0.88,0.45,0,0.01,0.67,0,0.01,0.78,8.07,9.86,19.69,4.43,8.89,23.65
AVGO,O,1840.00,1735.00,1614.00,1635.00,1590.00,1269.00,701.00,709.00,,,1.709,0.850,1.194,1.216,0.502,-0.476,0.612,0.525,,,22,1778.81,1698.08,1736.73,1634.86,7388.66,6867.18,7994.87,7232.81,2.34,1.99,2.24,1.84,9.71,7.93,10.46,7.91,3,26.77,31.09,29.21,11.30,16.77,74.53,39.86,31.69,15.02,11.72,13.01,0.91,1.28,0.94,5.88,45.52,7.57,8.51,1.69,2.37,17.06,433.43,97.60,,,,1.21,,0,29.33,15.72,-13.95,9.55,59.85,7.42,2.66,26.66,-3.06,9.65,240.57,-92.41,17.70,327.04,0,0,24.02,10.59,14.59,49.65,-11.89,14.98,83.77,22.05,19.68,2.91,2.16,1.87,3.37,2.71,2.41,52.17,4.81,40.49,48.87,5.42,41.27,23.92,-14.17,10.98,20.57,-17.88,12.60,20.38,-15.45,8.29,18.39,-21.76,9.45,13.20,1.87,9.34,13.16,-3.04,10.60,14.68,1.51,12.53,14.89,-5.06,14.57,34.96,-59.94,10.44,24.64,-16.35,15.03
LPLA,O,1054.74,1090.66,1109.30,1104.27,1089.23,1092.73,1087.43,,,,0.426,0.517,0.516,0.488,0.327,0.422,0.514,,,,10,1082.71,1252.00,1089.89,1272.50,4384.01,5015.80,,,0.65,0.85,0.69,0.81,2.67,3.25,,,3,13.55,15.00,21.91,68.73,16.68,27.43,145.91,21.27,20.35,22.45,11.14,1.24,1.82,1.49,0.93,4.72,4.40,4.28,19.29,2.55,13.67,251.24,13.78,,,,2.34,,0,50.16,-3.17,2.06,16.36,-0.10,18.49,17.79,9.73,6.12,13.88,30.24,-10.02,4.78,14.92,0,0,29.86,19.73,22.42,64.01,12.00,32.04,196.07,623.04,57.17,0,0.54,0.09,0,0.83,2.59,98.80,76.78,4.56,98.63,76.92,4.20,8.52,27.28,39.93,7.18,17.40,37.81,4.37,21.95,32.22,3.33,12.52,27.91,4.82,1.96,2.86,3.26,1.09,0.45,6.88,5.55,0.67,4.54,2.93,0.78,18.97,11.88,19.69,10.99,6.67,23.65
SNY,N,9680.00,9461.00,8890.00,18038.00,9170.00,8868.00,7925.00,,,,1.240,0.997,0.782,1.880,0.994,0.906,0.821,,,,4,10252.60,10348.40,10848.70,10740.20,41766.60,44197.40,,,,,,,3.09,0,,,1,6.60,4.30,19.67,31.94,35.56,28.12,40.34,41.90,11.53,17.79,18.62,1.06,0.79,0.78,2.76,4.27,13.42,0,4.89,5.19,13.06,27.25,28.17,,,,3.77,,-8.04,0.00,9.16,5.93,7.38,11.10,7.27,11.61,1.78,11.00,11.26,36.81,70.82,62.73,29.47,0,0,-3.92,11.50,11.40,-3.14,18.83,18.55,0,13.22,15.49,0,2.20,2.39,0,3.05,3.26,68.38,57.29,56.17,68.95,53.22,52.92,18.92,13.75,3.95,17.25,14.99,13.27,14.54,10.49,0.69,13.19,11.47,10.19,0,11.58,10.87,4.83,12.83,12.11,0,15.47,14.69,5.62,17.10,16.14,0,16.37,15.73,8.79,18.12,16.25
BBL,N,0,29900.00,56762.00,33948.00,,,,,,,0,0.800,2.541,1.519,,,,,,,3,,,,,33672.30,65259.90,38134.50,0,,,,,0.61,2.38,1.28,0,1,5.30,5.60,17.65,17.95,17.87,30.83,612.71,31.50,8.71,233.37,15.30,1.49,1.43,1.19,1.47,5.46,4.89,0.37,1.10,2.65,4.64,9.84,11.57,,,,10.95,,7.34,192.84,-35.41,-10.67,-7.69,-21.36,1.07,0.53,-3.30,2.05,12.58,-115.45,-82.19,-54.12,-74.75,0,0,-22.38,-0.80,7.65,3.67,6.46,29.07,48.13,46.16,24.80,0.94,1.43,2.32,1.27,2.11,2.93,0,15.25,35.39,85.55,53.88,38.68,19.42,10.38,17.62,36.88,-0.36,23.80,9.84,0.88,13.47,24.89,-13.97,18.83,3.18,3.28,10.36,11.76,7.53,15.02,3.77,4.45,12.68,14.23,9.36,17.98,4.76,5.81,14.28,20.86,14.11,20.40
DD,N,4900.00,8627.00,9211.00,7441.00,5939.00,9740.00,10167.00,,,,0.145,1.028,1.126,0.728,0.357,1.153,1.544,,,,18,7861.69,11146.20,7210.17,10571.30,25655.80,38949.70,,,1.34,1.95,1.12,1.60,3.22,5.06,,,3,1.09,9.64,21.64,17.38,22.02,21.44,27.19,76.67,12.86,12.42,14.38,1.76,1.03,0.90,2.13,0.87,2.70,5.42,1.81,2.44,13.49,9.50,13.60,,,,2.28,,2.33,53.80,-17.49,1.84,4.41,-10.19,3.80,5.85,5.08,6.68,10.11,-59.50,-5.16,36.54,3.83,0,0,15.25,13.11,16.43,9.08,9.65,10.18,90.27,94.59,88.13,1.34,1.00,1.78,2.04,1.44,2.29,39.54,23.93,36.35,36.06,23.77,29.57,12.30,6.15,15.44,10.50,5.93,13.49,10.21,5.18,8.72,8.50,5.14,8.04,6.33,3.51,4.81,6.08,3.57,4.14,8.28,5.79,6.62,8.18,6.18,5.91,20.98,8.54,10.27,26.40,10.76,9.99
CL,N,3999.00,4066.00,4070.00,4221.00,4379.00,4352.00,4325.00,,,,0.801,0.629,0.592,0.683,0.587,0.672,0.418,,,,22,3988.03,4495.11,4024.46,4606.06,16282.30,18456.90,,,0.68,0.78,0.72,0.84,2.97,3.39,,,3,5.60,7.50,24.64,71.83,41.55,29.34,34.64,35.99,18.64,19.11,23.84,0.48,0.51,0.54,3.65,7.00,5.67,234.33,5.60,37.21,19.37,53.66,36.90,,,,2.28,,10.55,54.70,-8.68,9.51,3.02,-6.09,10.74,6.34,2.42,9.77,12.73,36.30,4.74,-9.34,18.59,0,0,1.55,10.35,12.55,5.65,3.27,15.11,2662.75,34.90,66.54,0.97,0.87,0.60,1.29,1.17,1.09,58.68,52.11,38.10,58.40,40.50,38.02,23.99,13.18,17.63,21.80,10.57,19.23,16.11,9.90,12.85,14.57,8.81,14.25,19.34,6.26,29.13,19.30,15.52,33.45,28.90,10.28,70.64,28.41,36.94,71.76,294.93,12.20,81.35,99.16,47.82,78.89
TWTR,N,569.24,502.38,435.94,479.08,361.27,312.17,250.49,,,,-0.196,-0.208,-0.254,-0.199,-0.286,-0.243,-0.232,,,,41,632.63,661.42,711.63,758.41,3130.16,3416.17,,,0.08,0.09,0.11,0.13,0.58,0.75,,,8,67.16,73.32,0,32.02,16.77,0,59.30,31.69,0,21.51,13.01,0,1.00,0.94,7.95,7.66,7.57,3.69,5.86,2.37,0,26.08,97.60,,,,0,,0,0,57.57,27.55,9.55,70.29,25.27,2.66,0,20.09,9.65,31.24,70.27,17.70,60.50,0,0,0,19.82,14.59,0,29.84,14.98,37.48,41.42,19.68,0,0.46,1.87,9.97,2.18,2.41,67.39,57.05,40.49,0,73.71,41.27,-24.21,34.77,10.98,0,33.25,12.60,-27.99,26.08,8.29,0,22.27,9.45,-9.48,13.80,9.34,0,12.90,10.60,-10.24,19.79,12.53,0,17.68,14.57,-14.26,24.39,10.44,0,21.28,15.03
VZ,N,33158.00,32224.00,31984.00,33192.00,31586.00,31483.00,30818.00,,,,0.990,1.036,1.024,-0.536,0.888,1.015,1.151,,,,31,32720.20,32197.60,32429.20,32908.80,132009.00,132773.00,,,1.05,0.99,1.02,1.01,3.99,3.94,,,4,9.12,10.25,18.39,21.49,29.02,141.53,20.46,37.06,12.28,13.26,15.45,0.27,0.60,0.58,1.44,3.43,3.96,14.31,4.63,4.80,7.03,9.74,11.25,,,,4.89,,2.93,88.38,4.98,18.42,13.95,4.49,13.08,11.19,3.34,9.63,11.98,11.45,-0.69,2.04,-47.82,0,0,7.01,7.81,7.64,0.79,16.76,14.68,854.96,102.57,122.71,0.59,1.25,1.24,0.63,1.28,1.27,59.98,69.47,68.59,60.59,71.58,64.50,16.22,33.79,31.02,15.88,35.28,33.62,8.21,22.31,18.52,11.44,24.34,21.11,4.58,13.74,11.09,5.64,14.95,12.44,5.30,20.67,16.52,8.24,22.76,18.66,69.04,21.66,18.19,15.54,24.39,21.95
WMT,N,117408.00,120229.00,114826.00,131565.00,119001.00,120125.00,114960.00,129706.00,115688.00,116830.00,1.026,1.076,1.030,1.531,1.145,1.210,1.103,1.330,1.138,1.234,24,116456.00,124382.00,122271.00,129026.00,483763.00,500565.00,494944.00,518301.00,0.91,1.25,0.98,1.34,4.56,5.24,4.17,5.66,3,1.20,4.03,13.14,28.01,18.23,17.14,29.38,27.14,13.40,15.63,14.90,0.28,0.93,1.17,0.41,1.96,4450.66,2.47,3.12,2.38,7.90,13.68,42737.94,,,,3.20,,11.99,41.62,-1.34,8.92,4.85,0.05,8.93,0.59,3.54,11.50,13.01,-10.39,52.12,-31.30,-1.99,0,0,5.87,11.24,19.45,-0.02,12.85,15.13,65.93,90.78,71.38,0.20,0.89,1.34,0.92,1.43,1.77,24.98,42.25,24.78,24.95,42.05,23.78,5.25,14.47,9.66,5.82,14.74,10.51,3.21,10.24,9.33,3.63,10.64,10.64,7.52,4.76,6.92,8.61,6.41,4.90,11.80,7.57,11.47,13.40,9.66,16.69,19.01,8.48,14.79,21.71,13.18,21.29
ALLY,N,0,0,0,0,0,0,0,,,,0.485,-2.241,0.232,0.172,0.468,0.452,0.271,,,,11,1314.27,979.00,1359.12,1022.00,5428.07,4586.96,,,0.59,0.52,0.57,0.58,2.38,2.36,,,3,15.07,20.00,0,60.18,16.68,17.33,43.68,21.27,17.33,10.64,11.14,0,1.25,1.49,1.38,15.19,4.40,0.65,3.20,2.55,3.94,56.60,13.78,,,,0,,0,0,-0.33,13.77,16.36,0.00,18.00,17.79,-8.06,18.96,13.88,3.58,49.16,4.78,-481.09,0,0,0,20.84,22.42,0,12.73,32.04,493.14,322.01,57.17,0,0.47,0.09,0,1.27,2.59,0,42.98,4.56,0,49.48,4.20,17.67,15.26,39.93,8.25,-110.98,37.81,11.87,11.70,32.22,9.84,-115.16,27.91,0.51,-8.00,2.86,0.33,1.91,0.45,0,2.54,0.67,0,3.02,0.78,-4.70,11.73,19.69,-2.29,12.99,23.65
INTC,O,14465.00,13195.00,12781.00,14721.00,14554.00,13831.00,12764.00,,,,0.638,0.551,0.410,0.741,0.657,0.546,0.377,,,,42,13767.80,14443.50,14106.80,14801.60,57971.30,60583.90,,,0.50,0.59,0.55,0.63,2.37,2.64,,,4,8.25,8.98,14.72,11.30,16.77,16.22,39.86,31.69,9.49,11.72,13.01,0.92,1.28,0.94,2.95,45.52,7.57,2.85,1.69,2.37,8.10,433.43,97.60,,,,2.79,,9.95,0.00,-0.61,-13.95,9.55,0.33,7.42,2.66,9.73,-3.06,9.65,-3.02,-92.41,17.70,11.71,0,0,24.50,10.59,14.59,17.70,-11.89,14.98,37.11,22.05,19.68,2.07,2.16,1.87,2.40,2.71,2.41,62.92,4.81,40.49,62.62,5.42,41.27,25.40,-14.17,10.98,28.83,-17.88,12.60,20.79,-15.45,8.29,21.86,-21.76,9.45,12.12,1.87,9.34,14.79,-3.04,10.60,14.41,1.51,12.53,17.52,-5.06,14.57,20.27,-59.94,10.44,22.37,-16.35,15.03
ALSN,N,493.00,511.00,503.60,544.40,553.30,536.10,493.60,,,,0.266,0.303,0.380,0.279,0.380,0.315,0.280,,,,17,469.97,540.00,498.25,579.00,1945.91,2267.84,,,0.64,0.35,0.62,0.41,2.63,1.71,,,2,10.00,17.97,21.08,18.64,22.02,31.37,50.72,76.67,7.39,12.27,14.38,1.13,1.20,0.90,2.16,1.16,2.70,3.65,1.72,2.44,10.91,13.57,13.60,,,,2.32,,0,48.29,-10.90,1.84,4.41,-1.06,4.69,5.85,3.79,8.96,10.11,-30.14,-3.88,36.54,1.78,0,0,0,25.31,16.43,-4.54,10.53,10.18,198.35,69.03,88.13,1.54,1.25,1.78,2.03,1.88,2.29,47.13,28.73,36.35,44.29,27.46,29.57,24.82,10.63,15.44,19.83,10.38,13.49,10.71,7.19,8.72,10.12,6.93,8.04,4.68,5.31,4.81,0,5.27,4.14,5.06,7.88,6.62,0,8.36,5.91,17.12,9.64,10.27,0,11.40,9.99
KITE,O,5.09,4.40,2.88,0.00,0.00,0.00,0.00,,,,-0.626,-0.483,-0.350,-0.570,-0.236,-2.267,-0.664,,,,10,4.52,0,4.52,0,19.82,25.00,,,-0.90,-0.52,-0.93,-0.59,-2.94,-1.61,,,,,,0,42.90,35.56,0,105.57,41.90,0,52.50,18.62,0,0.74,0.78,239.83,113.69,13.42,7.48,21.06,5.19,0,23.26,28.17,,,,0,,0,0,0,23.68,7.38,0,37.55,11.61,0,24.08,11.26,-165.23,-103.24,62.73,-30.96,0,0,0,10.50,11.40,0,19.34,18.55,0.00,47.13,15.49,0,3.52,2.39,13.03,7.62,3.26,0,32.13,56.17,0,52.14,52.92,-634.86,-765.02,3.95,0,-37.34,13.27,-617.90,-773.27,0.69,0,-41.09,10.19,-23.55,-0.87,10.87,0,0.57,12.11,-24.81,-0.73,14.69,0,0.51,16.14,-27.52,0.71,15.73,0,-85.75,16.25
FSLR,O,1271.24,896.22,469.21,1007.99,890.29,544.35,950.16,,,,3.415,0.930,-0.621,1.891,0.886,0.044,1.100,,,,18,918.18,1045.95,855.17,1031.15,3908.20,4338.85,,,0.84,0.95,0.74,0.92,4.13,4.04,,,2,-5.95,0,11.72,13.17,17.69,16.95,16.13,27.95,11.42,5.91,12.02,2.11,1.59,1.04,1.83,1.62,1.18,1.24,2.92,3.88,8.00,5.23,8.74,,,,0,,0,0.00,42.79,-0.17,-10.55,15.64,20.57,-10.91,10.42,4.17,12.29,285.49,69.22,-29.66,113.11,0,0,-12.30,7.16,3.01,-1.65,-6.58,5.45,5.30,35.75,215.80,3.20,0.86,1.36,3.63,1.22,1.63,27.33,26.36,24.33,30.52,17.90,24.61,16.03,-5.68,7.95,9.32,-17.45,3.36,15.85,-13.59,1.76,8.33,-21.83,-1.71,8.56,-8.48,5.33,4.51,-5.63,8.99,9.88,-18.56,8.58,5.44,-11.89,12.86,11.28,14.85,11.81,6.71,-60.65,15.41
RTN,N,5783.00,5848.00,5288.00,6143.00,5474.00,5701.00,5508.00,,,,1.472,1.649,1.785,1.860,1.654,1.592,1.868,,,,18,5573.23,0,5962.05,0,23974.20,22725.90,,,1.59,1.81,1.71,1.87,7.08,7.95,,,4,6.71,8.52,18.40,44.65,22.02,15.52,60.87,76.67,9.26,11.30,14.38,0.79,1.02,0.90,1.63,5.35,2.70,3.69,2.97,2.44,14.73,36.06,13.60,,,,2.15,,14.31,38.00,5.64,13.30,4.41,2.26,13.86,5.85,-1.71,6.25,10.11,-10.98,23.48,36.54,2.93,0,0,7.34,14.18,16.43,1.83,11.42,10.18,52.56,56.92,88.13,1.41,0.53,1.78,1.51,0.85,2.29,24.43,11.03,36.35,21.53,33.82,29.57,13.24,12.79,15.44,12.04,10.33,13.49,9.02,8.97,8.72,8.08,10.37,8.04,7.49,2.18,4.81,7.59,5.60,4.14,9.70,3.85,6.62,9.93,10.80,5.91,18.96,11.59,10.27,20.68,18.92,9.99
DB,N,0,0,0,0,0,0,0,,,,-4.347,0.560,0.384,0.310,-0.068,0.206,0.979,,,,20,8662.08,0,8662.08,0,33596.90,33337.40,,,1.07,0,1.07,0,2.70,3.83,,,1,36.80,41.45,0,13.23,16.68,122.51,16.18,21.27,6.78,10.88,11.14,1.82,1.51,1.49,0.89,4.24,4.40,0.45,2.51,2.55,6.16,11.44,13.78,,,,3.42,,0.95,0,12.73,10.00,16.36,11.42,14.87,17.79,-1.49,14.16,13.88,-6288.67,2.85,4.78,-1989.86,0,0,-27.68,22.54,22.42,2.48,33.85,32.04,352.78,46.25,57.17,0,0.00,0.09,0,0.00,2.59,0,0.20,4.56,0,0.18,4.20,-9.05,40.78,39.93,9.41,45.97,37.81,-12.11,32.69,32.22,5.96,35.85,27.91,-0.25,2.72,2.86,0.10,2.84,0.45,0,0.01,0.67,0,0.01,0.78,-6.12,20.68,19.69,3.40,25.05,23.65
TRMB,O,562.30,585.80,582.60,563.83,584.80,642.20,604.72,,,,0.144,0.100,0.130,0.213,0.045,0.293,0.259,,,,14,578.51,701.50,602.79,746.35,2342.69,2899.86,,,0.29,0.46,0.33,0.53,1.27,1.95,,,1,8.00,8.00,36.55,24.71,22.02,47.69,59.54,76.67,33.24,11.91,14.38,2.07,1.01,0.90,2.34,1.70,2.70,2.44,2.06,2.44,15.28,15.47,13.60,,,,0,,0,0.00,-3.85,8.53,4.41,-5.61,7.46,5.85,16.29,8.48,10.11,222.35,172.60,36.54,-28.86,0,0,25.55,9.29,16.43,6.80,5.97,10.18,34.48,100.45,88.13,0.85,1.06,1.78,1.24,1.40,2.29,52.37,24.76,36.35,51.92,23.58,29.57,8.65,8.74,15.44,10.44,8.18,13.49,6.65,5.52,8.72,9.05,4.27,8.04,4.05,3.52,4.81,6.03,2.88,4.14,4.91,6.08,6.62,7.11,5.23,5.91,6.72,6.66,10.27,9.92,8.31,9.99
FEYE,O,165.62,147.21,125.37,142.98,114.21,94.49,73.98,,,,-0.877,-0.867,-0.883,-0.715,-0.828,-0.823,-0.755,,,,32,168.58,174.45,190.74,199.42,817.05,868.11,,,-0.41,-0.39,-0.34,-0.31,-1.26,-1.17,,,3,21.17,0,0,32.34,16.77,0,51.42,31.69,0,18.56,13.01,0,0.78,0.94,5.73,151.92,7.57,3.00,6.39,2.37,0,3256.96,97.60,,,,0,,0,0,45.01,20.70,9.55,70.96,11.94,2.66,203.94,13.02,9.65,-5.90,12.11,17.70,-38.09,0,0,0,12.42,14.59,0,8.82,14.98,62.86,15.37,19.68,3.39,1.54,1.87,3.42,2.86,2.41,61.57,51.41,40.49,65.07,66.89,41.27,-85.89,-59.29,10.98,-99.15,23.01,12.60,-87.55,-61.83,8.29,-87.50,16.76,9.45,-24.40,11.71,9.34,0,11.30,10.60,-29.15,16.00,12.53,0,16.20,14.57,-42.35,17.45,10.44,0,18.60,15.03
BIDU,O,18383.10,16575.20,12724.60,14050.20,13519.80,11985.80,9496.55,,,,81.339,103.833,69.449,90.592,110.018,100.906,72.137,,,,24,16600.60,18338.80,20652.30,22133.80,82253.00,91594.10,,,5.99,9.78,10.57,14.37,40.73,70.25,,,4,15.46,37.74,35.55,32.02,16.77,63.01,59.30,31.69,20.95,21.51,13.01,2.26,1.00,0.94,6.87,7.66,7.57,7.56,5.86,2.37,28.56,26.08,97.60,,,,0,,0,0.00,35.97,27.55,9.55,38.65,25.27,2.66,61.62,20.09,9.65,-26.07,70.27,17.70,-4.49,0,0,54.39,19.82,14.59,70.03,29.84,14.98,66.79,41.42,19.68,0,0.46,1.87,3.09,2.18,2.41,59.91,57.05,40.49,65.91,73.71,41.27,17.96,34.77,10.98,37.05,33.25,12.60,17.32,26.08,8.29,34.31,22.27,9.45,9.91,13.80,9.34,21.15,12.90,10.60,12.89,19.79,12.53,26.81,17.68,14.57,23.19,24.39,10.44,38.02,21.28,15.03
USB,N,0,0,0,0,0,0,0,,,,0.805,0.797,0.763,0.791,0.778,0.784,0.728,,,,24,5074.28,5275.31,5235.79,5475.52,21167.30,21761.90,,,0.79,0.83,0.85,0.90,3.42,3.59,,,4,5.40,7.18,13.52,13.23,16.68,15.55,16.18,21.27,11.02,10.88,11.14,0.74,1.51,1.49,3.72,4.24,4.40,1.86,2.51,2.55,12.06,11.44,13.78,,,,2.39,,36.99,31.60,1.96,10.00,16.36,1.26,14.87,17.79,1.17,14.16,13.88,3.56,2.85,4.78,3.58,0,0,25.99,22.54,22.42,0,33.85,32.04,131.82,46.25,57.17,0,0.00,0.09,0,0.00,2.59,0,0.20,4.56,0,0.18,4.20,39.94,40.78,39.93,35.67,45.97,37.81,29.65,32.69,32.22,26.18,35.85,27.91,1.47,2.72,2.86,1.47,2.84,0.45,0,0.01,0.67,0,0.01,0.78,14.29,20.68,19.69,15.25,25.05,23.65
PXD,N,866.00,840.00,624.00,973.00,1168.00,1143.00,1039.00,,,,4.280,-1.456,-0.497,2.884,2.846,0.385,1.007,,,,33,833.67,1119.40,883.66,1154.43,3658.66,5165.98,,,-0.10,1.33,-0.01,1.37,0.07,5.66,,,4,-32.87,18.23,24.00,11.31,17.69,30.87,43.95,27.95,20.79,8.01,12.02,1.46,0.97,1.04,5.67,1.67,1.18,2.09,20.83,3.88,8.91,5.85,8.74,,,,0.06,,0.00,1.54,-25.86,-10.64,-10.55,-23.17,-9.36,-10.91,23.50,15.01,12.29,50.38,-217.81,-29.66,357.58,0,0,0,-5.41,3.01,50.54,14.37,5.45,29.81,1808.71,215.80,1.89,1.22,1.36,2.10,1.29,1.63,47.11,31.19,24.33,67.93,47.85,24.61,-21.10,-0.54,7.95,13.87,25.06,3.36,23.77,-14.68,1.76,15.01,11.24,-1.71,5.56,-0.83,5.33,3.67,6.13,8.99,6.12,-1.34,8.58,4.07,7.88,12.86,9.64,-1.97,11.81,6.88,11.10,15.41
HCA,N,9856.00,9897.00,9676.00,9636.00,9220.00,9230.00,8832.00,,,,1.053,1.181,1.358,1.187,1.158,1.066,0.759,,,,21,10138.80,10014.10,10387.80,10126.80,41532.70,40532.60,,,1.39,1.34,1.48,1.41,5.77,5.64,,,2,9.00,14.65,14.15,29.45,35.56,17.63,36.63,41.90,4.43,17.24,18.62,1.12,0.44,0.78,0.71,34.71,13.42,0,7.36,5.19,6.10,17.02,28.17,,,,0,,0,0.00,6.90,33.64,7.38,8.16,10.87,11.61,4.20,19.71,11.26,-9.09,24.40,62.73,22.29,0,0,11.29,14.07,11.40,10.56,16.09,18.55,0,51.56,15.49,1.24,9.95,2.39,1.46,10.12,3.26,83.08,33.11,56.17,82.64,40.26,52.92,14.07,-10.64,3.95,14.71,-19.65,13.27,6.74,-3.78,0.69,6.67,-10.27,10.19,8.54,5.06,10.87,7.98,5.52,12.11,11.23,6.25,14.69,10.54,6.92,16.14,0,10.14,15.73,0,11.66,16.25
BLK,N,2910.00,2905.00,2723.00,2784.00,2849.00,2778.00,2670.00,,,,4.998,4.843,4.843,4.772,5.370,4.721,4.397,,,,17,2837.45,3147.98,2927.32,3239.49,11953.80,13303.90,,,4.74,5.37,5.12,5.69,20.93,23.76,,,5,8.17,13.05,17.50,32.66,16.68,18.76,375.80,21.27,14.41,11.57,11.14,1.43,1.59,1.49,4.93,41.30,4.40,1.98,2.98,2.55,15.74,27.79,13.78,,,,2.56,,19.87,43.59,2.14,-419.85,16.36,2.24,63.37,17.79,18.71,8.96,13.88,-6.92,28.49,4.78,0.60,0,0,25.78,6.95,22.42,0.31,11.06,32.04,17.59,184.31,57.17,0,0.35,0.09,0,2.79,2.59,89.29,18.44,4.56,89.57,25.46,4.20,41.26,4.82,39.93,37.49,4.99,37.81,29.05,98.44,32.22,27.01,12.88,27.91,1.48,5.14,2.86,1.32,3.56,0.45,1.50,6.64,0.67,1.35,5.38,0.78,11.94,10.62,19.69,10.12,8.28,23.65
FOXA,O,6077.00,6205.00,6840.00,8055.00,7887.00,8424.00,8219.00,8163.00,7061.00,,0.337,0.056,0.469,2.892,0.476,0.434,0.474,0.430,0.333,,31,6737.51,7075.82,8223.14,8200.93,27811.80,29774.80,30029.40,32311.90,0.52,0.56,0.58,0.63,1.78,2.22,2.27,2.74,7,15.65,16.40,7.24,19.37,18.23,21.07,46.08,27.14,8.28,15.47,14.90,1.42,0.19,1.17,1.97,802766.12,4450.66,3.51,3.56,2.38,6.06,7709220.66,42737.94,,,,1.10,,15.29,7.64,-22.95,10.33,4.85,-16.87,3.74,0.59,-2.43,1.52,13.01,-29.15,9.29,-31.30,106.99,0,0,32.40,3.83,19.45,-14.24,0.71,15.13,124.41,9.37,71.38,1.75,0.43,1.34,2.17,0.52,1.77,36.78,45.76,24.78,35.73,8.09,23.78,34.21,9.64,9.66,22.74,1.73,10.51,30.33,5.40,9.33,18.40,0.93,10.64,16.05,0.87,6.92,9.17,-941.79,4.90,20.32,0.48,11.47,11.46,1.01,16.69,50.76,1.29,14.79,22.16,1.07,21.29
VIPS,N,1364.35,1454.54,1389.37,1359.66,882.63,829.45,701.93,,,,0.416,0.536,0.496,0.471,0.232,0.221,0.223,,,,21,12401.70,10588.50,12689.00,12226.20,54067.30,54133.80,,,1.05,1.05,1.12,1.20,4.73,5.05,,,2,41.03,106.79,39.81,28.30,18.23,92.40,34.33,27.14,85.58,16.09,14.90,1.46,0.89,1.17,1.60,1.23,4450.66,14.87,4.98,2.38,0,18.81,42737.94,,,,0,,0,0.00,54.58,11.41,4.85,81.66,9.58,0.59,322.45,9.53,13.01,83.20,14.07,-31.30,115.29,0,0,0,14.64,19.45,389.21,15.47,15.13,104.80,55.27,71.38,0.91,0.50,1.34,1.23,1.12,1.77,24.89,24.37,24.78,24.09,23.76,23.78,4.13,6.54,9.66,0.38,6.32,10.51,4.20,4.60,9.33,0.94,4.36,10.64,9.58,8.85,6.92,1.99,8.12,4.90,20.60,14.18,11.47,6.93,13.11,16.69,48.54,17.95,14.79,3.19,17.09,21.29
